1.0,3.0,5.0,5.0,9.0,-1.0,3.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,17.0,27.0,27.0,2.0,2.0,8.0,0.5294118,0.15686275,0.47058824,0.33333334,1.5882353,0.2962963,0.0,-1.0,3.0,-1.0,0.5882353,1.0,1.0,0.0,-1.0,0.0,1.0,1.0,41.0,15.0,-1.0,13.0,9.0,0.0,13.0,9.0,13.0,13.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0196078431,0.0,-1.0,-1.0,-1.0,-1.0,7.0,2.0,-1.0,3.0,2.0,1.0,0.7881591818000001,0.8452241731,-1.0,-1.0,-1.0,-1.0,2
51.0,3.0,12.0,7.333333500000001,17.0,2.6666667,3.0,28.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,24.0,99.0,99.0,2.0,2.0,88.0,0.76153845,0.6769231,3.6666667,0.18461539,4.125,0.8888889000000001,0.0,-1.0,3.0,-1.0,0.41666666,22.0,10.0,0.0,-1.0,0.0,10.0,10.0,98.0,21.0,-1.0,5.0,68.0,37.0,92.0,9.0,12.0,12.0,16.0,0.0,5.0,2.0,1.0,4.0,9.0,0.0769230769,0.0,-1.0,-1.0,-1.0,-1.0,16.0,2.0,-1.0,-1.0,-1.0,-1.0,0.683725354,0.7205094598,-1.0,-1.0,-1.0,-1.0,2
37.0,2.0,10.0,6.5,11.0,2.75,2.0,23.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,14.0,77.0,77.0,2.0,2.0,62.0,0.78571427,0.63265306,4.428571,0.14285715,5.5,0.8051948,0.0,-1.0,2.0,-1.0,0.42857143,17.0,3.0,0.0,0.0,0.0,3.0,3.0,77.0,12.0,3.0,5.0,53.0,32.0,66.0,5.0,15.0,15.0,11.0,0.0,4.0,3.0,1.0,2.0,7.0,0.0306122449,0.0,0.0,0.0416666667,0.0454545455,0.0483870968,14.0,1.0,1.0,10.0,9.0,8.0,0.6940046955,0.7982309856,0.8277293768,0.7215286768000001,0.7267447229999999,0.7175891347,2
21.0,4.0,11.0,5.25,13.0,-1.0,4.0,18.0,9.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,97.0,24.0,66.0,66.0,2.0,2.0,55.0,0.68041235,0.5670103,2.2916667,0.24742268,2.75,0.8333333,0.0,-1.0,4.0,-1.0,0.5833333,11.0,5.0,0.0,-1.0,0.0,5.0,3.0,72.0,21.0,-1.0,5.0,42.0,17.0,59.0,13.0,7.0,7.0,11.0,0.0,5.0,2.0,0.0,3.0,9.0,0.0515463918,0.0,-1.0,-1.0,-1.0,-1.0,16.0,3.0,-1.0,11.0,10.0,9.0,0.7013498762999999,0.7657701898,-1.0,-1.0,-1.0,-1.0,2
30.0,4.0,9.0,4.5,10.0,-1.0,4.0,17.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,21.0,58.0,58.0,2.0,2.0,47.0,0.6744186,0.54651165,2.2380953,0.24418604,2.7619047,0.8103448000000001,0.0,-1.0,4.0,-1.0,0.52380955,11.0,2.0,0.0,-1.0,0.0,2.0,2.0,67.0,18.0,-1.0,5.0,40.0,25.0,51.0,10.0,8.0,8.0,11.0,0.0,3.0,2.0,0.0,3.0,5.0,0.023255814,0.0,-1.0,-1.0,-1.0,-1.0,13.0,3.0,-1.0,8.0,7.0,6.0,0.7245337637999999,0.7504349201999999,-1.0,-1.0,-1.0,-1.0,2
0.0,4.0,5.0,2.75,3.0,4.0,4.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,14.0,24.0,24.0,5.0,4.0,2.0,0.53333336,0.044444446,0.14285715,0.31111112,1.7142857,0.083333336,0.0,-1.0,4.0,-1.0,0.2857143,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,35.0,11.0,11.0,5.0,4.0,-1.0,12.0,3.0,6.0,6.0,-1.0,0.0,0.0,3.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,7.0,3.0,1.0,1.0,0.0,-1.0,0.7692762190000001,0.7090260576,0.9249572757,1.0,1.0,-1.0,2
3.0,3.0,6.0,5.0,9.0,-1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,17.0,18.0,18.0,2.0,2.0,6.0,0.42857143,0.14285715,0.3529412,0.4047619,1.0588236,0.33333334,0.0,-1.0,3.0,-1.0,0.5882353,3.0,3.0,0.0,-1.0,0.0,3.0,3.0,29.0,15.0,-1.0,5.0,5.0,0.0,10.0,9.0,4.0,4.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0714285714,0.0,-1.0,-1.0,-1.0,-1.0,7.0,2.0,-1.0,3.0,2.0,1.0,0.8277110133,0.8452241731,-1.0,-1.0,-1.0,-1.0,2
2.0,4.0,5.0,3.75,7.0,-1.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,18.0,22.0,22.0,2.0,2.0,8.0,0.4680851,0.17021276,0.44444445,0.38297874,1.2222222,0.36363637,0.0,-1.0,4.0,-1.0,0.44444445,2.0,2.0,0.0,-1.0,0.0,2.0,2.0,35.0,15.0,-1.0,7.0,9.0,0.0,13.0,7.0,7.0,7.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0425531915,0.0,-1.0,-1.0,-1.0,-1.0,8.0,3.0,-1.0,3.0,2.0,1.0,0.8242806037,0.8200104184999999,-1.0,-1.0,-1.0,-1.0,2
17.0,3.0,9.0,4.0,7.0,2.75,3.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,14.0,50.0,50.0,2.0,2.0,35.0,0.70422536,0.49295774,2.5,0.1971831,3.571428500000001,0.7,0.0,-1.0,3.0,-1.0,0.35714287,11.0,1.0,0.0,0.0,0.0,1.0,1.0,54.0,11.0,3.0,5.0,31.0,15.0,39.0,4.0,7.0,7.0,11.0,0.0,3.0,3.0,1.0,2.0,5.0,0.014084507,0.0,0.0,0.0222222222,0.0256410256,0.0285714286,12.0,2.0,1.0,7.0,6.0,5.0,0.7519564501999999,0.8357523477,0.8277293768,0.7935546056999999,0.8033804393999999,0.8007271615,2
37.0,3.0,10.0,5.3333335,11.0,-1.0,3.0,23.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,18.0,80.0,80.0,2.0,2.0,69.0,0.7619048,0.6571429,3.8333333,0.17142858,4.4444447,0.8625,0.0,-1.0,3.0,-1.0,0.6666667,12.0,4.0,0.0,-1.0,0.0,4.0,4.0,81.0,16.0,-1.0,5.0,56.0,30.0,73.0,11.0,9.0,9.0,11.0,0.0,5.0,2.0,0.0,2.0,9.0,0.0380952381,0.0,-1.0,-1.0,-1.0,-1.0,17.0,2.0,-1.0,13.0,12.0,11.0,0.6829580674,0.85671355,-1.0,-1.0,-1.0,-1.0,2
0.0,2.0,4.0,4.0,5.0,-1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,9.0,40.0,40.0,2.0,2.0,30.0,0.71428573,0.53571427,3.3333333,0.16071428,4.4444447,0.75,0.0,-1.0,2.0,-1.0,0.6666667,0.0,22.0,2.0,-1.0,0.0,20.0,0.0,19.0,6.0,-1.0,4.0,5.0,0.0,34.0,3.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.3928571429,0.2222222222,-1.0,-1.0,-1.0,-1.0,5.0,1.0,-1.0,2.0,0.0,0.0,0.7477364569,1.0,-1.0,-1.0,-1.0,-1.0,2
85.0,4.0,18.0,4.5,10.0,2.6666667,4.0,47.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,21.0,155.0,155.0,2.0,2.0,144.0,0.8469945,0.78688526,6.857142999999999,0.114754096,7.380952400000001,0.92903227,0.0,-1.0,4.0,-1.0,0.52380955,34.0,11.0,0.0,-1.0,0.0,11.0,11.0,139.0,18.0,-1.0,5.0,112.0,67.0,148.0,10.0,11.0,11.0,11.0,0.0,8.0,2.0,0.0,6.0,16.0,0.0601092896,0.0,-1.0,-1.0,-1.0,-1.0,25.0,3.0,-1.0,-1.0,-1.0,-1.0,0.6336582032,0.8318516985,-1.0,-1.0,-1.0,-1.0,2
0.0,3.0,3.0,6.666666499999999,15.0,-1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,22.0,11.0,11.0,5.0,4.0,2.0,0.275,0.05,0.09090909,0.55,0.5,0.18181819,0.0,-1.0,3.0,-1.0,0.72727275,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,33.0,20.0,-1.0,5.0,4.0,-1.0,5.0,15.0,5.0,-1.0,-1.0,0.0,0.0,2.0,0.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,5.0,2.0,-1.0,1.0,0.0,-1.0,0.7885186101,0.8622961995,-1.0,-1.0,-1.0,-1.0,2
37.0,3.0,9.0,7.333333500000001,17.0,-1.0,3.0,24.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,24.0,84.0,84.0,2.0,2.0,73.0,0.7304348,0.6347826,3.0416667,0.20869565,3.5,0.86904764,0.0,-1.0,3.0,-1.0,0.41666666,13.0,3.0,0.0,-1.0,0.0,3.0,3.0,91.0,21.0,-1.0,5.0,61.0,33.0,77.0,9.0,10.0,10.0,9.0,0.0,5.0,2.0,1.0,1.0,10.0,0.0260869565,0.0,-1.0,-1.0,-1.0,-1.0,17.0,2.0,-1.0,13.0,12.0,11.0,0.6620874522,0.7568601751999999,-1.0,-1.0,-1.0,-1.0,2
88.0,4.0,15.0,4.5,10.0,-1.0,4.0,44.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,21.0,131.0,131.0,2.0,2.0,120.0,0.8238994000000001,0.754717,5.714286,0.13207547,6.2380953,0.9160305,0.0,-1.0,4.0,-1.0,0.52380955,58.0,6.0,0.0,-1.0,0.0,6.0,6.0,127.0,18.0,-1.0,5.0,100.0,74.0,124.0,10.0,13.0,13.0,11.0,0.0,5.0,2.0,0.0,7.0,9.0,0.0377358491,0.0,-1.0,-1.0,-1.0,-1.0,18.0,3.0,-1.0,13.0,12.0,11.0,0.6382034889,0.7803018689,-1.0,-1.0,-1.0,-1.0,2
2.0,3.0,5.0,4.3333335,7.0,-1.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,15.0,19.0,19.0,2.0,2.0,5.0,0.46341464,0.12195122,0.33333334,0.36585367,1.2666667,0.2631579,0.0,-1.0,3.0,-1.0,0.53333336,2.0,2.0,0.0,-1.0,0.0,2.0,2.0,30.0,13.0,-1.0,8.0,5.0,0.0,9.0,7.0,8.0,8.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0487804878,0.0,-1.0,-1.0,-1.0,-1.0,7.0,2.0,-1.0,3.0,2.0,1.0,0.7751790919,0.7694709783,-1.0,-1.0,-1.0,-1.0,2
